5285020120512-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020120515-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020120516 13.6 -0.4-99.999999-99.9-99.9-99.9-99.9-9.9 99 7.4 80  2.6 -99-99.9-9.9-9.9
5285020120517-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020120518-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020120519  9.5  2.7-99.999999-99.9-99.9-99.9-99.9-9.9 99 8.8 95  5.0 -99-99.9-9.9-9.9
5285020120520-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020120521-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020120523-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020120524-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020120525-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020120526-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020120530-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020120531  8.4  2.4-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9 96-99.9 -99-99.9-9.9-9.9
5285020120603-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020120604-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020120607-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020120608-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020120609-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020120610-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020120613-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020120615-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020120616-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020120618-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020120619-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020120620-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020120630-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020120701-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020120702-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020120704-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020120705-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020120706-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020120707-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020120708-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020120709-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020120710-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020120714-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020120715-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020120716-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020120719-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020120720-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020120722-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020120724-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020120726-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020120727-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020120728-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020120729-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020120730-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020120731-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020120801-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020120802-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020120808-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020120809-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020120810-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020120811-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020120812-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020120813-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020120814-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020120828-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020120829 14.5  3.4-99.999999-99.9-99.9-99.9-99.9-9.9 99 8.6 86  4.7 -99-99.9-9.9-9.9
5285020120830-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020120831-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020120901-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020120902-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020120903-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020120904-99.9-99.9  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020120905 18.2 -0.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.0 84  3.5 -99-99.9-9.9-9.9
5285020120906 21.7  0.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.4 70  4.4 -99-99.9-9.9-9.9
5285020120907 13.5  3.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.8 80  3.2 -99-99.9-9.9-9.9
5285020120908 14.1 -2.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.7 73 -0.9 -99-99.9-9.9-9.9
5285020120909 17.2 -2.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.2 74  0.2 -99-99.9-9.9-9.9
5285020120910 14.8 -1.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.1 75  2.0 -99-99.9-9.9-9.9
5285020120911 14.5  3.9  0.219999-99.9-99.9-99.9-99.9-9.9 99 9.5 87  6.1 -99-99.9-9.9-9.9
5285020120912 13.6  3.5  0.219999-99.9-99.9-99.9-99.9-9.9 9910.1 90  7.0 -99-99.9-9.9-9.9
5285020120913 17.8  6.2  0.219999-99.9-99.9-99.9-99.9-9.9 9911.0 86  8.4 -99-99.9-9.9-9.9
5285020120914 14.9  6.0 21.019999-99.9-99.9-99.9-99.9-9.9 9910.6 99  7.7 -99-99.9-9.9-9.9
5285020120915 13.4  4.7  8.219999-99.9-99.9-99.9-99.9-9.9 99 9.3 95  5.8 -99-99.9-9.9-9.9
5285020120916 12.9  3.1  0.219999-99.9-99.9-99.9-99.9-9.9 99 8.2 87  4.1 -99-99.9-9.9-9.9
5285020120917  9.5  0.3  1.519999-99.9-99.9-99.9-99.9-9.9 99 8.1 96  3.8 -99-99.9-9.9-9.9
5285020120918 13.9  2.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.2 79  2.2 -99-99.9-9.9-9.9
5285020120919 11.7  1.2  2.219999-99.9-99.9-99.9-99.9-9.9 99 8.0 83  3.7 -99-99.9-9.9-9.9
5285020120920 14.8  2.5  0.219999-99.9-99.9-99.9-99.9-9.9 99 7.6 78  3.1 -99-99.9-9.9-9.9
5285020120921 16.1  2.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.5 74  2.9 -99-99.9-9.9-9.9
5285020120922 17.8 -1.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.7 73  1.3 -99-99.9-9.9-9.9
5285020120923 20.7 -1.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.8 68  1.3 -99-99.9-9.9-9.9
5285020120924 20.7 -0.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.9 66  1.6 -99-99.9-9.9-9.9
5285020120925 22.8  0.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.7 50 -1.2 -99-99.9-9.9-9.9
5285020120926 23.0  3.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.7 57  1.0 -99-99.9-9.9-9.9
5285020120927 23.2  4.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.4 61  4.5 -99-99.9-9.9-9.9
5285020120928 19.4  3.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.8 68  5.1 -99-99.9-9.9-9.9
5285020120929 17.6  7.9  4.519999-99.9-99.9-99.9-99.9-9.9 99 9.5 76  6.2 -99-99.9-9.9-9.9
5285020120930 14.0  4.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.2 80  4.0 -99-99.9-9.9-9.9
5285020121001 15.8  0.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.5 66  0.7 -99-99.9-9.9-9.9
5285020121002 15.0  3.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.0 62  1.7 -99-99.9-9.9-9.9
5285020121003 15.9  4.3  3.519999-99.9-99.9-99.9-99.9-9.9 99 7.0 52  1.8 -99-99.9-9.9-9.9
5285020121004 17.8  4.8  3.219999-99.9-99.9-99.9-99.9-9.9 99 9.8 91  6.5 -99-99.9-9.9-9.9
5285020121005 14.5 -0.1  0.819999-99.9-99.9-99.9-99.9-9.9 99 6.6 71  0.9 -99-99.9-9.9-9.9
5285020121006 16.4 -2.5  2.019999-99.9-99.9-99.9-99.9-9.9 99 5.6 58 -1.3 -99-99.9-9.9-9.9
5285020121007 18.5 -2.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.1 64 -0.2 -99-99.9-9.9-9.9
5285020121008 18.2  0.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.3 57  2.5 -99-99.9-9.9-9.9
5285020121009 18.5  2.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.1 71  5.6 -99-99.9-9.9-9.9
5285020121010 24.1  2.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.8 66  5.0 -99-99.9-9.9-9.9
5285020121011 24.8  4.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.5 58  6.2 -99-99.9-9.9-9.9
5285020121012 22.8  6.5  0.009999-99.9-99.9-99.9-99.9-9.9 9910.1 67  7.0 -99-99.9-9.9-9.9
5285020121013 21.5  3.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.0 57  3.3 -99-99.9-9.9-9.9
5285020121014 24.0  0.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.1 58  3.7 -99-99.9-9.9-9.9
5285020121015 20.9  8.8  0.009999-99.9-99.9-99.9-99.9-9.9 9910.3 68  7.4 -99-99.9-9.9-9.9
5285020121016 23.9  3.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.7 55  4.8 -99-99.9-9.9-9.9
5285020121017 26.4  3.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.0 48  5.4 -99-99.9-9.9-9.9
5285020121018 20.7  4.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.2 60  4.2 -99-99.9-9.9-9.9
5285020121019 20.9  5.2  0.219999-99.9-99.9-99.9-99.9-9.9 9910.0 64  6.9 -99-99.9-9.9-9.9
5285020121020 20.4  5.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.6 59  6.3 -99-99.9-9.9-9.9
5285020121021 19.8  3.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.4 61  6.0 -99-99.9-9.9-9.9
5285020121022 20.7  4.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.5 54  4.6 -99-99.9-9.9-9.9
5285020121023 18.4  3.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.5 60  2.7 -99-99.9-9.9-9.9
5285020121024 17.6  2.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.6 51  1.0 -99-99.9-9.9-9.9
5285020121025 16.5  5.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.2 53  2.1 -99-99.9-9.9-9.9
5285020121026 13.5  4.9  7.019999-99.9-99.9-99.9-99.9-9.9 99 8.3 84  4.2 -99-99.9-9.9-9.9
5285020121027 17.3 -0.8  0.519999-99.9-99.9-99.9-99.9-9.9 99 6.2 61  0.1 -99-99.9-9.9-9.9
5285020121028 17.6 -1.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.3 49  0.3 -99-99.9-9.9-9.9
5285020121029 21.9 -0.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.2 53  2.2 -99-99.9-9.9-9.9
5285020121030 21.1  1.0  3.019999-99.9-99.9-99.9-99.9-9.9 99 8.4 57  4.3 -99-99.9-9.9-9.9
5285020121031 16.2  6.5  1.519999-99.9-99.9-99.9-99.9-9.9 99 9.1 72  5.5 -99-99.9-9.9-9.9
5285020121101 21.1  6.6  0.219999-99.9-99.9-99.9-99.9-9.9 99 9.8 67  6.6 -99-99.9-9.9-9.9
5285020121102 22.4  7.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.9 66  6.7 -99-99.9-9.9-9.9
5285020121103 21.5  0.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.8 53  1.4 -99-99.9-9.9-9.9
5285020121104 23.0  1.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.3 45  2.4 -99-99.9-9.9-9.9
5285020121105 17.2  4.1  0.009999-99.9-99.9-99.9-99.9-9.9 9910.3 67  7.2 -99-99.9-9.9-9.9
5285020121106 21.0 13.3  0.009999-99.9-99.9-99.9-99.9-9.9 9910.8 47  8.0 -99-99.9-9.9-9.9
5285020121107 24.5 13.4  2.519999-99.9-99.9-99.9-99.9-9.9 99 9.8 46  6.4 -99-99.9-9.9-9.9
5285020121108 17.3  8.4  2.519999-99.9-99.9-99.9-99.9-9.9 99 9.5 73  6.0 -99-99.9-9.9-9.9
5285020121109 21.6  1.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.5 53  2.9 -99-99.9-9.9-9.9
5285020121110 26.9  1.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.2 53  3.9 -99-99.9-9.9-9.9
5285020121111 31.3  5.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.9 51  6.6 -99-99.9-9.9-9.9
5285020121112 33.2  7.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.7 41  6.5 -99-99.9-9.9-9.9
5285020121113 32.8  8.0  0.009999-99.9-99.9-99.9-99.9-9.9 9910.2 37  7.2 -99-99.9-9.9-9.9
5285020121114 31.3 10.2  0.009999-99.9-99.9-99.9-99.9-9.9 9910.9 42  8.0 -99-99.9-9.9-9.9
5285020121115 20.1  7.1  0.009999-99.9-99.9-99.9-99.9-9.9 9910.8 69  7.9 -99-99.9-9.9-9.9
5285020121116 29.2  8.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.8 44  6.6 -99-99.9-9.9-9.9
5285020121117 28.5 13.0  0.009999-99.9-99.9-99.9-99.9-9.9 9911.0 47  8.3 -99-99.9-9.9-9.9
5285020121118 24.8  8.8  0.009999-99.9-99.9-99.9-99.9-9.9 9910.8 58  8.0 -99-99.9-9.9-9.9
5285020121119 26.4  5.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.2 46  5.7 -99-99.9-9.9-9.9
5285020121120 27.7  4.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.9 44  3.4 -99-99.9-9.9-9.9
5285020121121 16.2  6.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.4 55  0.6 -99-99.9-9.9-9.9
5285020121122 18.4 -0.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.1 49 -0.2 -99-99.9-9.9-9.9
5285020121123 19.4  4.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.9 53  1.5 -99-99.9-9.9-9.9
5285020121124 21.6  0.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.5 45  0.8 -99-99.9-9.9-9.9
5285020121125 24.4  1.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.0 44  1.9 -99-99.9-9.9-9.9
5285020121126 27.7  3.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.4 41  2.5 -99-99.9-9.9-9.9
5285020121127 27.7  3.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.2 36  2.3 -99-99.9-9.9-9.9
5285020121128 28.8  7.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.7 44  6.6 -99-99.9-9.9-9.9
5285020121129 26.0  8.6  0.009999-99.9-99.9-99.9-99.9-9.9 9910.1 49  7.0 -99-99.9-9.9-9.9
5285020121130 21.8 11.3  0.009999-99.9-99.9-99.9-99.9-9.9 9910.3 59  7.4 -99-99.9-9.9-9.9
5285020121201 18.4  6.0  4.519999-99.9-99.9-99.9-99.9-9.9 9912.6 88 10.1 -99-99.9-9.9-9.9
5285020121202 18.2  9.8 10.819999-99.9-99.9-99.9-99.9-9.9 9913.0 88 10.7 -99-99.9-9.9-9.9
5285020121203 16.2  7.4  0.219999-99.9-99.9-99.9-99.9-9.9 9910.6 74  7.8 -99-99.9-9.9-9.9
5285020121204 21.2  7.9  0.009999-99.9-99.9-99.9-99.9-9.9 9910.3 61  7.4 -99-99.9-9.9-9.9
5285020121205 24.2  9.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.3 49  5.7 -99-99.9-9.9-9.9
5285020121206 19.5  8.6  0.819999-99.9-99.9-99.9-99.9-9.9 9910.7 74  7.8 -99-99.9-9.9-9.9
5285020121207 22.0  6.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.0 55  5.3 -99-99.9-9.9-9.9
5285020121208 25.2  5.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.1 49  5.6 -99-99.9-9.9-9.9
5285020121209 28.9  6.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.6 53  6.2 -99-99.9-9.9-9.9
5285020121210 23.5  6.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.0 50  5.4 -99-99.9-9.9-9.9
5285020121211 16.2  9.0 29.819999-99.9-99.9-99.9-99.9-9.9 9911.2 85  8.4 -99-99.9-9.9-9.9
5285020121212 18.0  6.4  2.219999-99.9-99.9-99.9-99.9-9.9 9910.1 71  7.1 -99-99.9-9.9-9.9
5285020121213 24.3  6.5  0.519999-99.9-99.9-99.9-99.9-9.9 99 9.8 55  6.7 -99-99.9-9.9-9.9
5285020121214 18.2  7.1  0.819999-99.9-99.9-99.9-99.9-9.9 9910.0 69  7.0 -99-99.9-9.9-9.9
5285020121215 17.8  9.0  0.219999-99.9-99.9-99.9-99.9-9.9 9911.0 79  8.3 -99-99.9-9.9-9.9
5285020121216 15.7  7.2  0.219999-99.9-99.9-99.9-99.9-9.9 9910.3 80  7.3 -99-99.9-9.9-9.9
5285020121217 17.8  2.6  0.219999-99.9-99.9-99.9-99.9-9.9 99 9.5 81  6.0 -99-99.9-9.9-9.9
5285020121218 16.6  9.0  0.219999-99.9-99.9-99.9-99.9-9.9 9911.9 95  9.5 -99-99.9-9.9-9.9
5285020121219 17.3  5.9  0.219999-99.9-99.9-99.9-99.9-9.9 99 9.7 82  6.5 -99-99.9-9.9-9.9
5285020121220 16.8  5.6  0.219999-99.9-99.9-99.9-99.9-9.9 99 9.6 78  6.3 -99-99.9-9.9-9.9
5285020121221 17.1  5.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.7 75  6.5 -99-99.9-9.9-9.9
5285020121222 15.6  8.3  0.219999-99.9-99.9-99.9-99.9-9.9 9912.7 88 10.4 -99-99.9-9.9-9.9
5285020121223 17.2  9.4  0.219999-99.9-99.9-99.9-99.9-9.9 9913.0 94 10.9 -99-99.9-9.9-9.9
5285020121224 20.7  9.5  0.219999-99.9-99.9-99.9-99.9-9.9 9912.8 89 10.6 -99-99.9-9.9-9.9
5285020121225 18.2  7.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.8 66  6.6 -99-99.9-9.9-9.9
5285020121226 21.1  3.1  0.219999-99.9-99.9-99.9-99.9-9.9 99 8.9 63  5.2 -99-99.9-9.9-9.9
5285020121227 23.7  2.9  0.219999-99.9-99.9-99.9-99.9-9.9 99 9.1 57  5.5 -99-99.9-9.9-9.9
5285020121228 24.9  3.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.2 52  5.7 -99-99.9-9.9-9.9
5285020121229 26.7  8.4  0.219999-99.9-99.9-99.9-99.9-9.9 9911.4 58  8.8 -99-99.9-9.9-9.9
5285020121230 23.2 10.8  0.009999-99.9-99.9-99.9-99.9-9.9 9912.2 70  9.8 -99-99.9-9.9-9.9
5285020121231 25.0  8.3  0.009999-99.9-99.9-99.9-99.9-9.9 9910.5 59  7.5 -99-99.9-9.9-9.9
5285020130101 29.4  5.6  0.219999-99.9-99.9-99.9-99.9-9.9 9910.1 51  7.0 -99-99.9-9.9-9.9
5285020130102 32.3  7.3  0.009999-99.9-99.9-99.9-99.9-9.9 9910.9 51  8.2 -99-99.9-9.9-9.9
5285020130103 27.1  8.4  0.009999-99.9-99.9-99.9-99.9-9.9 9911.3 53  8.7 -99-99.9-9.9-9.9
5285020130104 27.0 10.9  0.009999-99.9-99.9-99.9-99.9-9.9 9911.5 54  8.9 -99-99.9-9.9-9.9
5285020130105 26.2  7.1  0.219999-99.9-99.9-99.9-99.9-9.9 9910.2 48  7.2 -99-99.9-9.9-9.9
5285020130106 20.4  9.8  1.519999-99.9-99.9-99.9-99.9-9.9 9913.4100 11.2 -99-99.9-9.9-9.9
5285020130107 19.0  4.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.2 67  5.7 -99-99.9-9.9-9.9
5285020130108 23.6  9.1  0.009999-99.9-99.9-99.9-99.9-9.9 9911.5 63  9.0 -99-99.9-9.9-9.9
5285020130109 30.1  8.1  0.219999-99.9-99.9-99.9-99.9-9.9 9912.6 55 10.3 -99-99.9-9.9-9.9
5285020130110 36.1 10.7  0.009999-99.9-99.9-99.9-99.9-9.9 9916.0 63 13.9 -99-99.9-9.9-9.9
5285020130111 31.3 14.1  0.009999-99.9-99.9-99.9-99.9-9.9 9914.1 50 11.9 -99-99.9-9.9-9.9
5285020130112 34.9  7.9  0.009999-99.9-99.9-99.9-99.9-9.9 9911.4 53  8.8 -99-99.9-9.9-9.9
5285020130113 36.8 12.5  0.219999-99.9-99.9-99.9-99.9-9.9 9913.3 48 11.2 -99-99.9-9.9-9.9
5285020130114 37.1 13.4  0.009999-99.9-99.9-99.9-99.9-9.9 9914.6 49 12.5 -99-99.9-9.9-9.9
5285020130115 36.1 12.3  0.009999-99.9-99.9-99.9-99.9-9.9 9912.9 49 10.7 -99-99.9-9.9-9.9
5285020130116 33.6 11.1  0.009999-99.9-99.9-99.9-99.9-9.9 9912.1 49  9.6 -99-99.9-9.9-9.9
5285020130117 35.0 10.9  0.009999-99.9-99.9-99.9-99.9-9.9 9913.5 53 11.4 -99-99.9-9.9-9.9
5285020130118 35.9 11.1  0.009999-99.9-99.9-99.9-99.9-9.9 9912.1 47  9.7 -99-99.9-9.9-9.9
5285020130119 36.4 15.3  0.009999-99.9-99.9-99.9-99.9-9.9 9913.9 47 11.8 -99-99.9-9.9-9.9
5285020130120 35.1 14.8  0.009999-99.9-99.9-99.9-99.9-9.9 9914.9 52 12.9 -99-99.9-9.9-9.9
5285020130121 36.2 14.9  0.009999-99.9-99.9-99.9-99.9-9.9 9915.0 48 13.0 -99-99.9-9.9-9.9
5285020130122 34.7 15.7  0.009999-99.9-99.9-99.9-99.9-9.9 9913.7 45 11.2 -99-99.9-9.9-9.9
5285020130123 31.6 10.0  0.009999-99.9-99.9-99.9-99.9-9.9 9910.1 43  7.0 -99-99.9-9.9-9.9
5285020130124 26.4  8.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.8 47  5.0 -99-99.9-9.9-9.9
5285020130125 28.3  6.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.3 51  5.8 -99-99.9-9.9-9.9
5285020130126 30.2  7.5  0.009999-99.9-99.9-99.9-99.9-9.9 9910.1 49  7.1 -99-99.9-9.9-9.9
5285020130127 31.5  8.3  0.009999-99.9-99.9-99.9-99.9-9.9 9912.1 55  9.7 -99-99.9-9.9-9.9
5285020130128 32.9 12.8  0.009999-99.9-99.9-99.9-99.9-9.9 9913.7 55 11.6 -99-99.9-9.9-9.9
