5283020130523 21.6 10.0  0.009999-99.9  8.4-99.9-99.9 1.8 1714.8 89 12.7   1  0.8 5.3 1.3
5283020130524 21.9  5.7  0.219999-99.9  4.4-99.9-99.9 8.1 7912.2 85  9.8   2  1.511.7 1.9
5283020130525 21.3  4.6  0.009999-99.9  3.5-99.9-99.9 7.3 7113.0 85 10.6   3  2.710.8 2.0
5283020130526 21.7  7.7  0.009999-99.9  6.6-99.9-99.9 4.8 4714.0 85 11.8   4  3.3 8.2 1.9
5283020130527 24.0  8.3  0.009999-99.9  7.1-99.9-99.9 6.6 6516.4 90 14.2   4  2.910.0 1.9
5283020130528 19.4 13.3 33.519999-99.9 12.1-99.9-99.9-9.9 9918.1100 15.9   5  3.9 0.9-9.9
5283020130529 20.1 11.6  0.009999-99.9 11.3-99.9-99.9 4.5 4413.6 73 11.2   6  4.7 7.9 5.1
5283020130530 21.6  5.7  0.009999-99.9  5.0-99.9-99.9 7.8 7710.2 70  7.3   5  4.211.1 5.1
5283020130531 19.0  9.1  0.219999-99.9  8.3-99.9-99.9 1.6 1512.8 85 10.5  11  8.4 4.8 5.0
5283020130601 22.1  5.3  0.009999-99.9  3.7-99.9-99.9 6.5 6513.3 86 11.0   2  1.7 9.7 1.7
5283020130602 18.0  7.3  0.009999-99.9  6.7-99.9-99.9 2.7 2711.6 76  9.2   2  1.9 5.9 2.1
5283020130603 21.7  4.5  0.009999-99.9  3.4-99.9-99.9 7.5 7510.2 76  7.2   6  4.410.6 4.7
5283020130604 24.3  5.7  0.009999-99.9  4.9-99.9-99.9 6.5 6511.4 73  8.9   5  4.3 9.6 4.2
